rimod18	rimod38	rimod61	rimod59	rimod43	rimod34	rimod37	rimod62	rimod68	rimod19	rimod31	rimod47	rimod28	rimod58	rimod29	rimod11	rimod40	rimod30	rimod24	rimod64	rimod35	rimod7	rimod72	rimod16	rimod33	rimod15	rimod71	rimod32	rimod22	rimod54	rimod52	rimod36	rimod13	rimod60	rimod53	rimod57	rimod42	rimod27	rimod2	rimod12	rimod44	rimod65	rimod1	rimod3	rimod41	rimod25
hsa-miR-3194-5p	0	1.22661806584222	0	0	3.23220796907881	1.24447592350359	1.67431059600837	0	0	1.82841394623005	0.776310930904227	0	0	1.33259249385911	2.92759961839109	2.24811896129523	0	0	2.78927733601021	0.833768984829033	0	0.941886147903039	0	0	2.14729741255931	1.35271240735882	1.88641433643198	0.978688186125319	4.46624133057928	5.64323478638055	0.952588507067493	0.697658680068655	0	0	4.49605318555001	1.92071272911772	0	1.18637731041869	0	0.639590601919415	0	1.31937401339849	0.728182947104717	1.2400309861112	0	0
hsa-miR-3195	10.5131266353986	2.45323613168444	5.23256230285123	5.18772651945077	8.61922125087682	2.48895184700717	5.02293178802512	4.31463901583895	7.90713047764592	1.82841394623005	6.21048744723382	2.79946446866019	0.846920257458965	2.66518498771822	6.83106577624587	2.24811896129523	3.65780206663448	0.897034426574323	4.64879556001702	5.0026139089742	0	0.941886147903039	5.92036986297739	4.2121258894527	1.07364870627965	6.7635620367941	5.65924300929593	1.95737637225064	1.48874711019309	13.1675478348879	0.952588507067493	2.79063472027462	1.11388771595936	4.32000550672455	15.7361861494251	0.960356364558861	6.30209663563863	4.74550924167477	1.61615622248538	3.19795300959708	3.4165433073625	2.63874802679697	1.45636589420943	0.620015493055599	1.72619761868397	0
hsa-miR-3196	18.0225028035405	36.7985419752665	9.41861214513221	16.860111188215	26.93506640899	13.6892351585394	169.105370196846	15.5327004570202	54.2203232752863	3.65682789246011	11.6446639635634	9.33154822886729	5.08152154475379	23.9866648894639	4.87933269731848	11.2405948064761	11.8878567165621	5.38220655944594	37.1903644801361	20.0104556358968	16.1806508396429	33.9079013245094	14.8009246574435	9.47728325126858	7.51554094395757	8.11627444415292	8.48886451394389	24.467204653133	11.9099768815447	9.40539131063425	13.3362390989449	126.973879772495	11.1388771595936	22.6800289103039	10.1161196674875	22.0881963848538	75.6251596276635	398.62277630068	4.04039055621344	28.1419864844543	54.6646929178	3.29843503349622	44.4191597733877	3.10007746527799	5.7539920622799	3.8859685875799
hsa-miR-3197	0	0	1.04651246057025	0	0	0	0	0	1.12959006823513	0	0	0	0	1.33259249385911	0	0	0	3.58813770629729	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697658680068655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199	3.00375046725675	2.45323613168444	4.18604984228098	3.89079488958808	3.23220796907881	3.73342777051076	5.02293178802512	1.72585560633558	0	1.82841394623005	0.776310930904227	0.93315482288673	1.69384051491793	1.33259249385911	0.975866539463696	1.12405948064761	2.74335154997586	2.69110327972297	0.929759112003404	0.833768984829033	2.69677513994048	0.941886147903039	1.97345662099246	3.15909441708953	1.07364870627965	0	1.88641433643198	1.95737637225064	2.97749422038618	3.7621565242537	0	2.09297604020597	3.34166314787807	6.48000826008683	2.24802659277501	1.92071272911772	3.15104831781931	0	4.04039055621344	1.91877180575825	0.683308661472499	0.659687006699243	0.728182947104717	2.48006197222239	0.57539920622799	4.53363001884322
hsa-miR-3200-3p	291.363795323905	501.686788929467	439.535233439503	465.598455120707	379.24573503858	581.170256276174	540.802322510704	765.41696140983	614.496997119911	547.609976895901	427.747322928229	389.125561143766	509.845994990297	365.130343317396	342.529155351757	400.165175110551	433.449544896186	769.655538000769	274.278938041004	598.646131107245	551.490516117828	567.01546103763	514.085449768536	574.955183910294	603.390572929165	539.732250536169	646.096910227952	778.057107969629	349.855570895377	340.47516544496	522.018501872986	706.030584229479	335.280202503767	380.160484591761	422.628999441701	578.134531464434	535.678214029283	691.657971974097	260.201151820146	375.439683326697	640.260215799732	354.911609604193	334.235972721065	313.727839486133	223.830291222688	305.048534125022
hsa-miR-3200-5p	4.50562570088513	14.7194167901066	13.6046619874132	18.1570428180777	12.9288318763152	22.4005666230645	13.394484768067	33.6541843235438	40.6652424564647	25.5977952472208	16.3025295489888	18.6630964577346	20.3260861790152	10.6607399508729	18.5414642498102	26.9774275355427	15.5456587831965	33.1902737832499	9.29759112003403	26.680607514529	28.316138969375	20.7214952538669	12.827468036451	28.4318497538057	21.4729741255931	35.1705225913293	23.5801792053997	40.1262156311381	4.46624133057928	28.2161739319027	20.9569471554848	38.371227403776	16.7083157393904	10.8000137668114	6.74407977832502	21.1278400202949	21.0069887854621	13.0501504146056	24.2423433372807	24.9440334748572	27.3323464589	23.0890452344735	29.8555008312934	23.5605887361127	23.0159682491196	30.4400872693759
hsa-miR-3202	1.50187523362838	0	0	0	0	0	0	0.862927803167791	0	0	0	0	0	0	0	0	0	0	1.85951822400681	0	0	0	0	0	0	0	0	0.978688186125319	0	0	0	0.697658680068655	0	0	0	1.92071272911772	1.0503494392731	1.18637731041869	0	0	0	0.659687006699243	0	0	2.30159682491196	0.647661431263317
hsa-miR-320a	3927.4037359382	2597.97706345382	2939.65350174182	2958.3010477168	3856.02410711102	1760.93343175757	2042.65892713021	2851.97638946955	2255.79136626556	2198.66777034164	2488.85284447895	3378.02045884996	2286.68469513921	3540.69825618365	3308.18756878193	4381.5838555644	2556.8036445775	3467.03805870976	3552.609566965	2654.72044769564	3014.99460645345	2366.95988968034	2147.1208036398	2522.01037630981	3375.55153254323	5619.16734016854	2779.63152473252	2568.07780039284	3260.35617132287	5261.3758991688	2225.24675250966	2450.87494308119	2390.40303844878	2976.48379413322	2978.63523542688	3209.51097035571	2217.28766630552	192.193124287828	331.312025609502	138.791160616513	162.627461430455	293.560717981163	206.803956977739	316.827916951411	334.88233802469	357.509110057351
hsa-miR-320b	6.0075009345135	4.90647226336887	2.09302492114049	10.3754530389015	8.61922125087682	4.97790369401434	6.69724238403349	8.62927803167791	10.1663106141162	7.31365578492022	5.43417651632959	10.264703051754	4.23460128729483	5.33036997543643	9.75866539463696	11.2405948064761	2.74335154997586	6.27924098602026	5.57855467202042	7.50392086346129	2.69677513994048	5.65131688741823	4.93364155248116	3.15909441708953	5.36824353139826	13.5271240735882	4.71603584107994	6.85081730287724	7.44373555096546	9.40539131063425	4.76294253533747	5.58126944054924	0	4.32000550672455	5.62006648193752	7.68285091647088	6.30209663563863	4.74550924167477	2.42423433372807	0	0	0.659687006699243	1.45636589420943	1.2400309861112	1.72619761868397	1.29532286252663
hsa-miR-320e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6773957937682	0	0	0	0	0.728182947104717	2.48006197222239	0.57539920622799	0.647661431263317
hsa-miR-323a-3p	500.124452798249	1097.82316892879	982.675200475461	1252.83595444736	825.290434771455	1113.80595153571	1304.28795429052	1095.91831002309	672.106090599903	1109.84726536164	917.599520328797	861.301901524451	1176.3722376105	728.928094140932	682.130711085123	846.416788927653	1009.55337039112	712.245334700012	656.409933074403	856.280747419417	1086.80038139601	988.038569150288	1056.78602054146	970.895017518848	1037.14465026614	427.457120725387	658.35860341476	869.075109279284	671.424946697084	308.496834988803	1122.14926132551	823.237242481013	869.946306164259	862.92109996823	970.023474782416	1155.30870656431	1452.6332745147	4623.31237870164	2752.3140468926	4308.9218851311	5609.28080202775	4165.26376029902	4661.09904441729	3004.59507934743	2172.13200351066	3037.53211262496
hsa-miR-323a-5p	15.0187523362838	18.3992709876333	16.7441993691239	28.5324958569793	11.8514292199556	21.1560906995609	26.788969536134	31.0654009140405	21.4622112964675	21.0267603816456	18.6314623417015	13.9973223433009	19.4791659215562	7.99555496315465	13.6621315524917	16.8608922097142	8.23005464992757	28.7051016503783	3.71903644801361	25.013069544871	16.1806508396429	18.8377229580608	7.89382648396985	28.4318497538057	27.914866363271	0	10.3752788503759	22.5098282808823	5.95498844077237	0	33.3405977473623	29.9993232429522	16.7083157393904	20.5200261569416	15.7361861494251	30.7314036658835	23.1076876640083	47.4550924167477	16.9696403360965	39.0150267170843	53.9813842563275	24.408419247872	48.0600745089113	19.2204802847236	9.78178650587583	22.6681500942161
hsa-miR-323b-3p	253.816914483195	269.855974485288	383.02356056871	671.810584268875	327.530407533319	715.573656014561	564.242670854821	569.532350090742	370.505542381123	635.373846314944	464.233936680728	204.360906212194	614.01718665775	318.489606032327	205.90783982684	355.202795884646	443.50850057943	497.854106748749	145.042421472531	642.835887303184	586.548592937054	634.831263686648	483.496872143153	583.379435689199	591.580437160089	263.77891943497	432.932090211138	614.616180886701	174.183411892592	205.037530571827	307.6860877828	528.127620811972	491.224482738077	417.960532775601	514.798089745477	613.667716953112	678.525737770426	1434.3301682962	648.078645216636	1388.55119676705	1536.07787099018	1253.40531272856	536.670832016176	422.850566263918	537.422858616943	821.234694841886
hsa-miR-323b-5p	0	0	2.09302492114049	5.18772651945077	0	0	0	0	1.12959006823513	0	0	0	0.846920257458965	0	0.975866539463696	0	0	0.897034426574323	0	0.833768984829033	0	0.941886147903039	0.986728310496231	2.10606294472635	1.07364870627965	0	0	0	0	1.88107826212685	0.952588507067493	1.39531736013731	0	0	0	0.960356364558861	1.0503494392731	1.18637731041869	0.808078111242688	1.91877180575825	2.0499259844175	1.31937401339849	1.45636589420943	1.2400309861112	1.72619761868397	0
hsa-miR-32-3p	30.0375046725675	31.8920697118977	18.8372242902644	18.1570428180777	29.0898717217093	23.6450425465681	23.4403483441172	43.1463901583895	21.4622112964675	21.0267603816456	32.6050590979775	15.8636319890744	16.9384051491793	26.6518498771822	23.4207969471287	30.3496059774856	21.9468123998069	42.1606180489932	33.4713280321225	30.0156834538452	18.8774259795833	24.489039845479	20.7212945204209	12.6363776683581	18.2520280067541	55.4612087017116	42.4443225697195	35.2327747005115	20.8424595427033	43.2648000289175	20.0043586484174	34.8829340034328	17.8222034553497	20.5200261569416	24.7282925205251	24.9692654785304	23.1076876640083	40.3368285542355	67.8785613443858	40.9337985228426	33.4821244121525	54.0943345493379	38.59369619655	43.4010845138919	93.2146714089344	86.1389703580211
hsa-miR-324-3p	277.846918221249	275.989064814499	310.814200789363	247.713941303774	287.666509248014	230.228045848163	298.02728608949	207.965600563438	262.06489583055	281.575747719428	271.70882581648	305.141627083961	313.360495259817	287.839978673567	251.773567181633	301.24794081356	296.281967397393	215.288262377837	197.108931744722	175.925255798926	265.632351284137	220.401358609311	327.593799084749	243.250270115894	246.93920244432	321.945552951399	262.211592764045	170.291744385806	273.929468275529	297.210365416042	293.397260176788	175.809987377301	284.041367569636	238.680304246532	281.003324096876	203.595549286478	233.177575518629	393.877267059006	651.310957661607	388.871085967004	363.52020790337	367.445662731478	650.267371764512	365.809140902803	359.624503892494	490.279703466331
hsa-miR-324-5p	419.023190182317	349.586148765032	536.860892272536	293.106548348969	396.484177540334	368.364873357061	433.646444366168	307.202297927733	403.263654359942	330.028717294525	371.076624972221	428.318063705009	432.776251561531	529.039220062066	375.708617693523	393.420818226665	493.803278995654	270.007362398871	281.717010937031	283.481454841871	334.400117352619	342.846557836706	587.103344745258	488.606603176514	436.975023455819	486.976466649175	299.939879492684	305.3507140711	437.691650396769	252.064487124998	453.432129364127	271.389226546707	452.238412679499	466.560594726252	415.884919663376	259.296218430892	332.960772249574	812.668457636804	1034.33998239064	744.483460634199	730.456959114102	601.63455010971	926.976891664304	632.415802916711	573.673008609306	592.610209605935
hsa-miR-32-5p	699.873858870823	424.409850781407	205.116442271768	320.342112576085	279.047287997137	343.475354886989	251.146589401256	531.563526751359	632.570438211673	325.45768242895	516.246769051311	277.146982397359	237.984592345969	337.145900946354	841.196957017706	656.450736698206	448.995203679382	575.896101860715	441.635578201617	306.826986417084	273.722676703958	267.495666004463	375.943486299064	217.977514779177	259.822986919676	1730.11916901193	690.427647134103	426.708049150639	275.418215385722	1147.45773989738	160.034869187339	553.243333294444	587.018826310582	261.360333156836	392.280640439239	399.508247656486	265.738408136096	275.239536017136	378.180556061578	188.679227566227	166.72731339929	296.859153014659	251.951299698232	345.968645125024	558.13723004115	371.757661545144
hsa-miR-326	791.488248122154	528.672386377996	543.139967035957	697.749216866129	555.939770681555	435.566573226255	664.701306615324	524.660104326017	443.928896816406	447.961416826363	417.655280826474	633.612124740089	492.907589841118	664.963654435695	535.750730165569	503.578647330131	541.354705861903	392.004044412979	569.012576546083	341.845283779903	508.34211387878	480.36193543055	633.47957533858	464.386879312161	556.15002985286	680.414340901486	406.522289501091	424.750672778389	516.595247237003	494.723582939362	624.898060636275	362.084854955632	539.121654524329	737.640940273218	699.136270353027	476.336756821195	527.275418515099	1300.26953221889	1084.44082528769	1601.53486720622	1176.65751505564	1163.02819281077	1013.63066236977	1324.97310865981	1032.84157517924	1072.52733017205
hsa-miR-328-3p	1060.32391494163	1372.58561567744	1621.04780142331	1815.70428180777	1479.27384718173	1633.99688756021	1498.50798342749	1803.51910862068	1617.57297771271	1735.16483497232	1317.39964974447	1469.7188460466	1716.70736186932	1213.99176190565	1406.22368336719	1336.50672249001	1363.445720338	1932.21215484109	1277.48901989268	1679.21073544567	1558.7360308856	1675.61545711951	1414.9683972516	1890.1914928919	1855.26496445124	1136.27842218141	1448.76621037976	1871.25181187161	1356.24861738591	1243.39273126585	2375.75573662633	1820.19149629912	1442.48459216737	1384.56176490522	1298.23535732757	1608.59691063609	1758.28496134318	1843.63034039065	1743.83256406172	2386.95212636326	2556.94101123009	2269.9829900521	2345.47727262429	1541.97853122927	1471.8711695312	1926.79275800837
hsa-miR-328-5p	0	1.22661806584222	1.04651246057025	3.89079488958808	0	2.48895184700717	3.34862119201674	3.45171121267116	1.12959006823513	2.74262091934508	0	0.93315482288673	0	0	0	0	0	0.897034426574323	0	0.833768984829033	1.34838756997024	0.941886147903039	0	2.10606294472635	1.07364870627965	0	0	1.95737637225064	2.97749422038618	0	0	0.697658680068655	1.11388771595936	3.24000413004342	0	1.92071272911772	0	0	0	0	0.683308661472499	0	0	0	0	0.647661431263317
hsa-miR-329-3p	238.798162146912	358.172475225928	358.953773975594	538.226626393018	359.852487224107	367.120397433558	368.348331121842	317.557431565747	283.527107127018	393.108998439462	314.405927016212	348.999903759637	469.193822632267	282.509608698131	301.542760694282	309.116357178094	367.609107696765	339.079013245094	202.687486416742	298.489296568794	341.14205520247	453.989123289265	429.226815065861	554.947585935394	473.479079469327	238.077383695152	371.623624277099	421.814608220013	297.749422038618	135.437634873133	492.488258153894	376.735687237074	407.682904041125	381.240485968442	379.916494178976	295.789760284129	452.700608326708	5643.59686566172	3251.70631964058	4250.07954975451	6611.6946084079	5954.99460947407	7075.75369701653	3857.73639779193	2471.91498995544	3849.69954742916
hsa-miR-329-5p	1.50187523362838	8.58632646089553	10.4651246057025	22.0478377076658	4.30961062543841	11.2002833115323	6.69724238403349	13.8068448506847	7.90713047764592	9.14206973115027	10.092042101755	7.46523858309384	13.5507241193434	3.99777748157732	5.85519923678217	6.74435688388568	9.14450516658619	6.27924098602026	7.43807289602723	6.67015187863226	8.09032541982143	7.53508918322431	4.93364155248116	14.7424406130845	13.9574331816355	1.35271240735882	3.77282867286395	10.7655700473785	4.46624133057928	7.5243130485074	9.52588507067493	7.67424548075521	12.2527648755529	6.48000826008683	8.99210637110003	7.68285091647088	13.6545427105504	9.49101848334953	16.1615622248538	15.350174446066	21.1825685056475	13.1937401339849	32.0400496726075	15.50038732639	9.20638729964784	17.4868586441096
hsa-miR-330-3p	419.023190182317	883.165007406397	836.163455995626	1300.82242475228	710.008350540978	1220.83088095702	659.678374827299	1655.95845427899	1927.08065640913	1488.32895223126	1052.67762230613	849.170888826924	1120.47550061821	676.956986880427	1521.3759350239	1156.65720558639	848.610079459199	1890.0515367921	296.593156729086	1544.9739288882	875.103532910685	1083.16907008849	944.298993144893	1082.51635358934	960.915592120289	1831.57259956384	1561.00786339746	1748.91578860595	723.531095553843	1339.32772263432	1078.3301900004	1773.44836473452	1055.96555472947	738.720941649899	747.46884209769	1453.01917957756	804.567670483198	5155.99579107963	3345.44338054473	4247.52118734684	4943.05485709206	4229.91308695555	3702.81028602748	3985.45958936139	3939.18296583682	4861.34670306246
hsa-miR-330-5p	773.465745318613	1697.63940312563	1501.7453809183	1639.32158014644	1259.48370528437	1758.44447991057	1284.19622713842	2906.34084106912	2971.95146952663	2202.3245982341	1791.72562852696	1717.93802893447	2001.27256837554	1098.05621493991	2546.03580146078	1777.13803890388	1595.71615156929	3049.02001592612	792.1547634269	2784.78840932897	1975.3877900064	2013.7525842167	1547.18999085809	2181.8812107365	1576.11630081853	3278.97487543778	2706.06136561167	2857.76950348593	1249.058825452	2379.56400159047	2161.42332253614	2998.53700693508	1920.34242231393	1469.88187366303	1411.7607002627	2213.62142030817	1559.76891732056	575.392995553065	951.916015043887	290.374133271414	323.204996876492	438.691859454997	848.333133376995	311.867793006966	943.079299007676	499.346963504017
hsa-miR-331-3p	1030.28641026907	802.208215060811	694.884273818643	1060.89007322768	957.810961503686	711.840228244051	1033.04963773717	869.831225593133	782.805917286946	810.901585153029	746.811115529867	759.588025829798	818.124968705361	906.162895824194	725.068838821526	689.048461636987	897.075956842105	886.270013455431	903.725856867308	752.059624315787	680.935722834971	994.631772185609	1053.82583560997	785.561478382929	871.802749499078	823.801856081521	714.007826339503	801.545624436637	710.132371562105	633.923374336748	1024.98523360462	793.237919238061	659.42152784794	951.481212856083	971.147488078803	691.45658248238	937.962049270883	2001.41852267633	1405.24783545104	1847.77724894519	1928.98035133687	1647.89814273471	2032.35860536926	1309.47272133342	1352.763533842	1599.07607378913
hsa-miR-331-5p	63.0787598123918	44.1582503703199	49.1860856468015	54.4711284542331	62.4893540688569	46.0456091696326	48.5550072842428	50.0498125837319	50.8315530705809	61.2518671987068	45.8023449233494	58.788753841864	49.968295190079	37.312589828055	57.5761258283581	33.7217844194284	58.5248330661516	52.925031167885	75.3104880722757	73.3716706649549	51.2387276588691	77.2346641280492	41.4425890408417	63.1818883417906	60.1243275516606	62.2247707385057	56.5924300929593	65.5721084703964	50.6174017465651	60.1945043880592	54.2975449028471	65.5799159264536	38.9860700585775	51.8400660806946	58.4486914121502	47.0574618633842	56.7188697207477	138.806145318987	183.43373125209	161.816422285612	183.810029936102	156.345820587721	178.404822040656	155.623888756955	123.13543013279	148.3144677593
hsa-miR-335-3p	722.401987375249	975.161362344563	849.768117983039	1025.87291922139	838.21926664777	853.710483523459	969.425835088848	818.055557403066	1247.06743533158	1320.1148691781	1124.87453888023	871.566604576205	1230.57513408788	832.870308661943	1029.5391991342	723.894305537063	984.863206441333	1130.26337748365	1165.91792645227	1329.86153080231	1150.17459718461	1228.21953686556	1495.88011871229	1249.94835769509	1036.07100155986	679.061628494128	991.310733795003	1277.18808289354	856.029588361028	1249.03596605223	1288.85225006232	1047.18567878305	934.551793689901	1042.2013284973	1017.23203323069	1993.69981282419	1406.41789918669	822.159476120153	829.896220246241	689.478668869129	851.402592194734	816.692514293663	979.406063855844	731.618281805606	912.007741871364	694.293054314276
hsa-miR-335-5p	2969.2073368833	2937.75026769211	3016.04891136345	3187.8579462025	2572.83754338673	2379.43796573885	2536.58055295268	2213.40981512538	2255.79136626556	3126.58784805339	2927.46852043984	2846.12220980453	4115.18553099311	2190.78205990437	2445.52154789602	2598.82551925728	3089.01384527282	2055.10587128177	3622.34150036526	2628.03984018111	2909.82037599578	3025.33830706456	3729.83301367575	3211.74599070769	2767.86636478895	2066.94455844428	2224.0825026533	2295.02379646387	2670.81231568641	2388.9693929011	3198.79220673264	2109.71984852761	3005.26905765835	3061.80390289103	2946.03884983165	2343.26952952362	3159.4511133335	12517.4670022276	10604.4090538378	16619.761790876	15827.4785256875	13067.0802286986	14948.1395381656	11271.2616482577	9039.52152984172	9548.47248111508
hsa-miR-337-3p	42.0525065415945	28.212215514371	21.9767616719752	38.9079488958808	26.93506640899	24.8895184700717	16.7431059600837	25.8878340950337	22.5918013647026	38.3966928708311	34.9339918906902	62.5213731334109	38.1114115856534	23.9866648894639	30.2518627233746	28.1014870161903	31.0913175663931	21.5288262377837	71.5914516242621	37.5196043173065	35.0580768192262	32.0241290287033	32.5620342463756	33.6970071156216	38.6513534260675	24.3488233324588	33.0122508875596	21.531140094757	14.8874711019309	26.3350956697759	41.9138943109697	36.9759100436387	36.7582946266588	29.1600371703907	39.3404653735626	30.7314036658835	22.0573382247352	100.842071385589	104.242076350307	113.847127141656	150.32790552395	110.167730118774	174.035724358027	142.603563402788	66.7463079224468	76.4240488890714
hsa-miR-337-5p	27.0337542053108	12.2661806584222	12.5581495268429	10.3754530389015	5.38701328179801	14.933711082043	20.0917271521005	19.8473394728592	15.8142609552918	21.9409673547606	20.1840842035099	23.3288705721682	20.3260861790152	19.9888874078866	20.4931973287376	11.2405948064761	17.3745598165138	21.5288262377837	25.1034960240919	21.6779936055548	18.8774259795833	21.6633814017699	20.7212945204209	14.7424406130845	16.1047305941948	13.5271240735882	32.0690437193436	11.7442582335038	5.95498844077237	5.64323478638055	33.3405977473623	23.0227364422656	37.8721823426182	16.2000206502171	14.6121728530375	17.2864145620595	11.5538438320042	22.5411688979551	30.7069682272222	31.3399394940513	17.766025198285	21.769671221075	40.0500620907594	27.9006971875019	18.4127745992957	16.8391972128462
hsa-miR-338-5p	522.652581302675	2010.4270099154	1035.00082350397	4406.97367827343	943.804726971011	2734.11360393738	689.815965555449	8599.9384863702	6325.70438211673	3309.4292426764	3031.49418518101	1268.15740430307	1067.1195243983	640.976989546231	4865.67056576599	3647.57301470151	1674.35889600193	9520.22636923329	246.386164680902	3824.49833341077	1330.85853156063	2396.15836026533	1383.39309131572	1953.37338123369	2297.60823143846	8681.70823042891	6240.25862491698	6175.52245445077	665.469958256312	5882.13172567066	2435.76881257158	11544.8558377761	1386.7902063694	1476.36188192312	1438.737019376	4962.16133567563	747.848800762451	4976.85281720641	4673.92379542771	2898.62460789879	2885.61247739837	6505.83326006794	2783.84340678133	4477.13187535448	6634.92824701495	9391.73841474936
hsa-miR-339-3p	594.742592516837	580.190345143369	529.535305048544	627.714908853544	565.636394588791	474.145326854866	570.939913238855	671.357830864541	495.890039955222	549.438390842131	399.023818484773	571.090751606679	525.937479882017	558.356254926966	463.536606245255	478.849338755883	540.440255345244	515.794795280236	882.34139729123	581.970751410665	710.600249374316	539.700762748441	570.328963466822	564.424869186662	600.169626810326	369.290487208958	416.897568351467	643.97682647046	485.331557922948	479.674956842347	542.975449028471	456.268776764901	563.627184275435	560.520714497511	448.481305258614	618.469498775906	698.482377116615	917.069660953649	812.118501798902	1259.99348578125	1109.00995756987	814.053766266866	728.182947104717	842.601055062559	794.050904594626	696.883700039329
hsa-miR-339-5p	219.273784109743	122.661806584222	80.5814594639089	75.2220345320362	143.294553295827	85.8688387217474	93.7613933764688	163.093354798712	144.587528734097	110.619043746918	90.0520679848904	52.2566700816569	94.8550688354041	153.248136793797	83.9245223938778	137.135256639009	126.194171298889	116.614475454662	250.105201128916	78.3742845739291	49.8903400888988	68.7576887969219	138.141963469472	67.3940142312433	88.0391939149315	246.193658139305	220.710477362541	85.1458721929028	171.205917672206	195.632139261192	75.2544920583319	151.391933574898	95.7943435725048	113.40014455152	116.8973828243	99.8770619141215	67.2223641134787	811.482080326385	779.795377349194	740.645917022683	625.227425247337	1150.49413968348	468.221634988333	801.060017027834	1962.11129323745	1386.64312433476
hsa-miR-33a-3p	33.0412551398243	28.212215514371	29.3023488959669	29.8294274868419	34.4768850035073	43.5566573226255	30.1375907281507	25.8878340950337	35.0172921152891	43.8819347095213	34.157680959786	29.8609543323753	26.2545279812279	26.6518498771822	38.0587950390841	28.1014870161903	20.1179113664896	31.3962049301013	17.6654231280647	23.3455315752129	25.6193638294345	41.4429905077337	37.4956757988568	29.4848812261689	24.693920244432	40.5813722207646	47.1603584107994	23.4885164670077	29.7749422038618	30.0972521940296	40.0087172968347	39.0688860838447	27.8471928989839	24.8400316636662	32.5963855952376	24.9692654785304	16.8055910283697	0	49.292764785804	0	0	0.659687006699243	40.7782450378641	55.8013943750039	52.9367269729751	45.9839616196955
hsa-miR-33a-5p	142.678147194696	223.244487983284	211.39551703519	190.648949589816	134.67533204495	200.360623684077	155.710885428779	264.918835572512	144.587528734097	140.787873859714	219.695993445896	198.761977274873	266.779881099574	198.556281585007	280.073696826081	201.206647035923	207.580267281507	269.110327972297	88.3271156403233	221.782549964523	175.290384096131	186.493457284802	217.080228309171	253.780584839525	238.350012794083	371.995912023675	248.063485240805	153.654045221675	135.475987027571	197.513217523319	136.220156510652	311.15577131062	194.930350292888	233.280297363126	134.8815955665	158.458800152212	118.689486637861	87.7919209709832	42.0200617846198	107.451221122462	80.6304220537549	94.994928964691	62.6237334510056	106.022649312507	116.806038864282	69.2997731451749
hsa-miR-33b-3p	1.50187523362838	1.22661806584222	0	2.59386325972539	0	4.97790369401434	0	6.90342242534233	7.90713047764592	3.65682789246011	3.10524372361691	2.79946446866019	0	3.99777748157732	3.90346615785478	2.24811896129523	2.74335154997586	5.38220655944594	7.43807289602723	3.33507593931613	1.34838756997024	1.88377229580608	0.986728310496231	1.05303147236318	1.07364870627965	4.05813722207646	6.60245017751191	3.91475274450128	0	9.40539131063425	0.952588507067493	2.09297604020597	3.34166314787807	0	1.1240132963875	5.76213818735316	1.0503494392731	1.18637731041869	1.61615622248538	0.639590601919415	1.366617322945	2.63874802679697	3.64091473552358	3.10007746527799	2.87699603113995	6.47661431263317
hsa-miR-33b-5p	219.273784109743	672.186700081536	257.44206530028	597.885481366702	151.913774546704	653.349859839382	155.710885428779	1186.52572935571	1069.72179461867	496.41438640146	805.034435347684	445.11485051697	331.992740923914	213.214799017457	1432.57207993271	839.672432043767	422.476138696282	1139.23372174939	136.6745894645	614.487741818997	303.387203243304	381.463889900731	294.045036527877	410.682274221639	239.423661500363	2713.54108916179	1376.13925842713	675.29484842647	189.070882994523	985.685009354469	281.01360958491	1018.58167290024	482.313381010402	236.520301493169	310.227669802951	726.029411606499	162.804163087331	18.9820369666991	15.3534841136111	12.7918120383883	11.6162472450325	15.1728011540826	7.28182947104716	19.2204802847236	23.5913674553476	31.7354101319025
hsa-miR-340-3p	213.266283175229	614.535650986951	464.651532493189	593.994686477114	295.208327842531	724.284987479087	398.485921849993	968.204995154261	674.365270736373	555.837839653936	611.733013552531	442.31538604831	536.947443228984	365.130343317396	698.720442256006	629.473309162664	502.033333645582	920.357321665255	327.275207425198	597.812362122416	550.142128547857	487.897024613774	344.368180363185	497.030854955419	552.929083734021	756.16623571358	781.918742451054	688.017794846099	372.186777548273	765.598852685628	489.630492632691	807.191092839434	526.868889648776	351.00044742137	410.264853181439	786.531862573707	407.535582437965	2312.24937800603	1986.25599743453	1827.94994028569	2038.99304583394	2414.45444451923	1915.84933383251	1834.62584395152	2720.48744704594	3252.55570780438
hsa-miR-340-5p	5611.00587283561	12350.8173049653	9906.28695175794	10815.112861425	6526.90529222647	16173.2091018526	8984.35065818093	27187.4033666044	20297.6039361171	11591.2302121254	15019.2875802041	9282.0910232543	7854.33846767444	9385.4489342497	14619.4566277056	21131.1941766945	11507.4453016321	24149.0637978073	6922.05658886534	12833.3722144885	8899.35796180358	8486.39419260638	9654.14978989513	7318.56873292407	7935.33758811291	37848.8931578998	16542.9105233402	16539.8303455179	7251.68717375055	15569.6847756239	7559.74239208762	20213.2649376291	10692.2081854939	8382.970685799	7790.53615726179	16017.7838044772	7768.38445286388	19517.0931336979	10319.1574805691	13639.2695859315	15712.6826705601	14266.3912068778	11270.8156552868	14043.3509177093	21198.2821566454	21733.5746489031
